Registration_ID,Registration_Date,Year,Month,Quarter,State,District,RTO,Latitude,Longitude,Manufacturer,Model,Vehicle_Category,Vehicle_Class,Fuel_Type,Battery_kWh,Range_km,Charging_Type,Price_INR,Subsidy_INR,Registration_Count,Market_Share,YoY_Growth,MoM_Growth,Charging_Stations,Fuel_Price,State_GDP_BnINR,Population_Million,Urbanization_Rate,Temperature_C,Festival,Sales_Target
101153,2024-06-10,2024,6,2,West Bengal,Kolkata,KOL93,19.2821,78.8047,Hyundai,Ioniq 5,4W,Passenger,Pure EV,43.8,599.1,CCS2,1610743,109660.0,289,0.98,18.26,5.7,2032,109.44,3214.8,77.12,53.63,22.5,Pongal,470
101154,2025-04-10,2025,4,2,Tamil Nadu,Chennai,CHE45,19.5701,89.9942,Mahindra,XUV400,4W,Passenger,Pure EV,76.5,488.2,DC Fast,1433282,162247.0,9,18.02,-1.24,5.76,1003,106.49,24711.7,121.3,38.87,32.3,Diwali,243
101155,2025-12-18,2025,12,4,Uttar Pradesh,Lucknow,LUC08,11.7394,78.8735,Mahindra,XUV400,4W,Passenger,Pure EV,71.6,230.6,CCS2,1691100,115077.0,79,0.41,-3.27,-1.17,1400,95.71,23139.0,249.2,43.07,41.8,,390
101156,2026-10-18,2026,10,4,Tamil Nadu,Chennai,CHE99,15.6167,83.2584,Bajaj,Chetak,2W,Scooter,Pure EV,4.1,113.2,AC,135900,4554.0,194,2.53,3.95,-2.74,132,88.72,3057.5,57.02,32.28,21.2,Navratri,59
101157,2025-12-23,2025,12,4,Gujarat,Ahmedabad,AHM64,26.7161,78.4176,Mahindra,BE 6,4W,Passenger,Pure EV,81.5,446.2,Bharat DC,2953363,151830.0,139,10.39,15.19,5.31,662,91.49,5685.5,194.83,69.28,13.7,Holi,115
101158,2023-01-05,2023,1,1,Tamil Nadu,Chennai,CHE73,27.8876,91.9559,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.4,184.1,AC,130645,13692.0,53,4.69,-4.88,1.59,2135,108.42,6060.3,215.72,88.84,12.4,Diwali,261
101159,2025-07-02,2025,7,3,Rajasthan,Jaipur,JAI49,29.5907,80.0722,Mahindra,XUV400,4W,Passenger,Pure EV,31.1,239.7,CCS2,2545215,125711.0,142,12.2,29.92,7.18,595,99.37,21519.0,207.54,83.2,37.7,Onam,205
101160,2024-03-01,2024,3,1,Delhi,New Delhi,NEW60,10.0739,78.6427,MG,ZS EV,4W,Passenger,Pure EV,62.1,250.1,DC Fast,2578419,267225.0,98,18.13,5.88,4.0,321,108.1,30540.6,228.48,22.46,16.6,Eid,373
101161,2026-02-09,2026,2,1,Maharashtra,Pune,PUN16,30.4321,91.6229,BYD,Seal,4W,Passenger,Pure EV,17.4,220.1,DC Fast,1622930,183501.0,404,2.4,22.59,13.67,1311,108.33,13429.3,164.96,66.74,38.7,Christmas,259
101162,2026-09-22,2026,9,3,Tamil Nadu,Chennai,CHE72,25.1042,77.0495,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.9,110.9,CCS2,97064,2846.0,387,1.84,-3.26,16.54,371,104.74,8331.5,79.74,29.04,38.2,,208
101163,2024-08-02,2024,8,3,Rajasthan,Jaipur,JAI59,22.2173,70.0071,Ather,Rizta,2W,Scooter,Pure EV,2.5,184.3,DC Fast,161315,16239.0,198,11.39,9.23,13.26,448,94.3,28311.2,191.09,50.4,21.4,Holi,441
101164,2023-08-11,2023,8,3,Uttar Pradesh,Lucknow,LUC68,20.144,85.5238,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.6,117.5,DC Fast,110024,11639.0,231,6.71,30.19,7.1,1031,102.6,24868.3,99.21,95.63,30.4,Diwali,145
101165,2025-05-03,2025,5,2,Karnataka,Bengaluru,BEN51,14.5188,87.8779,TVS,iQube,2W,Scooter,Pure EV,,139.7,AC,162816,8965.0,34,17.6,26.17,1.04,352,88.64,18823.4,102.4,45.92,24.2,Diwali,134
101166,2024-04-13,2024,4,2,Karnataka,Bengaluru,BEN82,25.176,91.6729,TVS,iQube,2W,Scooter,Pure EV,2.6,119.3,CCS2,116153,8375.0,238,15.03,46.99,1.84,2103,94.06,2706.0,4.51,70.67,24.2,Diwali,62
101167,2022-08-26,2022,8,3,Uttar Pradesh,Lucknow,LUC26,30.0286,95.0927,Tata Motors,Nexon EV,4W,Passenger,Pure EV,45.9,626.4,Bharat DC,3378266,142537.0,247,7.9,48.98,7.48,2181,90.48,32625.7,19.86,28.32,33.1,Eid,476
101168,2022-01-09,2022,1,1,West Bengal,Kolkata,KOL36,14.1411,74.7655,Tata Motors,Punch EV,4W,Passenger,Pure EV,76.9,306.0,CCS2,1728036,197828.0,415,8.98,45.2,2.99,2332,105.53,34477.0,231.52,49.17,16.9,Diwali,295
101169,2022-04-24,2022,4,2,Tamil Nadu,Chennai,CHE52,34.4586,74.2188,Ather,450X,2W,Scooter,Pure EV,4.8,202.7,Bharat DC,158142,8083.0,356,19.94,27.93,2.0,477,110.97,21585.8,162.43,55.6,15.1,Christmas,160
101170,2026-05-25,2026,5,2,Kerala,Kochi,KOC68,18.1551,77.5575,MG,ZS EV,4W,Passenger,Pure EV,49.9,517.3,,1232828,137861.0,406,18.68,26.41,1.07,648,108.78,23162.2,97.92,55.35,14.8,Diwali,173
101171,2024-10-07,2024,10,4,Maharashtra,Pune,PUN60,24.4032,71.4348,Bajaj,Chetak,2W,Scooter,Pure EV,3.6,84.7,AC,90528,5104.0,329,2.62,46.73,13.44,1611,91.27,1150.1,174.83,65.82,30.4,Pongal,434
101172,2024-07-10,2024,7,3,Kerala,Kochi,KOC77,27.3684,75.2656,BYD,Seal,4W,Passenger,Pure EV,18.0,621.2,DC Fast,3019176,,168,9.08,-9.68,14.72,1967,104.69,34382.0,181.49,96.87,23.9,Holi,235
101173,2024-03-20,2024,3,1,Karnataka,Bengaluru,BEN86,28.8094,69.6061,Ather,450X,2W,Scooter,Pure EV,4.1,104.3,CCS2,178642,3699.0,342,2.1,52.3,13.29,1757,89.77,2743.3,146.98,35.02,19.7,Onam,444
101174,2026-11-17,2026,11,4,Maharashtra,Pune,PUN86,34.2309,92.134,MG,Comet EV,4W,Passenger,Pure EV,72.6,180.6,,3054051,230899.0,72,16.41,2.56,14.2,2316,108.46,16889.1,50.37,92.71,14.2,Onam,390
101175,2024-09-04,2024,9,3,Uttar Pradesh,Lucknow,LUC10,28.8467,83.3789,Bajaj,Chetak,2W,Scooter,Pure EV,4.1,137.8,DC Fast,171094,9629.0,163,18.14,-5.44,-4.4,592,88.5,7702.3,21.78,76.72,23.9,Onam,112
101176,2025-07-03,2025,7,3,Tamil Nadu,Chennai,CHE81,24.4562,69.9174,Tata Motors,Punch EV,4W,Passenger,Pure EV,29.3,303.0,Bharat DC,1107290,91661.0,312,6.04,22.94,0.24,1799,94.57,29330.1,38.11,80.96,32.0,Navratri,387
101177,2023-06-05,2023,6,2,Rajasthan,Jaipur,JAI80,23.3271,92.5241,MG,Windsor EV,4W,Passenger,Pure EV,69.3,558.4,DC Fast,3890283,145810.0,309,6.09,27.91,7.73,783,95.51,31772.8,104.5,40.07,21.0,Onam,439
101178,2023-12-21,2023,12,4,Kerala,Kochi,KOC04,24.335,83.0724,Hyundai,Creta EV,4W,Passenger,Pure EV,50.0,589.9,CCS2,3793278,104082.0,401,24.28,4.35,3.08,2321,99.99,3255.5,84.49,74.79,29.8,,444
101179,2025-12-06,2025,12,4,Uttar Pradesh,Lucknow,LUC50,33.7503,81.5709,Hyundai,Creta EV,4W,Passenger,Pure EV,77.4,204.5,AC,3928030,305258.0,353,3.88,36.36,-1.07,1709,92.29,25439.4,100.11,76.54,18.5,Navratri,215
101180,2026-05-03,2026,5,2,Rajasthan,Jaipur,JAI74,13.2803,92.0868,Tata Motors,Punch EV,4W,Passenger,Pure EV,57.5,342.0,Bharat DC,2867300,220144.0,251,11.76,4.78,3.84,2391,95.58,12315.1,141.73,70.19,16.4,Christmas,187
101181,2022-02-03,2022,2,1,Uttar Pradesh,Lucknow,LUC56,10.81,72.6491,BYD,Seal,4W,Passenger,Pure EV,79.6,394.3,CCS2,1464463,106570.0,76,24.04,15.54,8.98,676,92.93,1362.8,5.08,23.35,23.9,Navratri,66
101182,2026-12-05,2026,12,4,West Bengal,Kolkata,KOL61,26.4397,83.1294,MG,Windsor EV,4W,Passenger,Pure EV,33.4,,DC Fast,1187604,79135.0,430,21.63,41.96,-6.98,360,92.12,15615.8,179.49,96.56,34.9,Onam,328
101183,2024-03-06,2024,3,1,Karnataka,Bengaluru,BEN56,26.4107,72.6448,Bajaj,Chetak,2W,Scooter,Pure EV,2.5,166.4,Bharat DC,166046,12460.0,71,13.66,6.47,9.51,877,103.1,11620.8,40.52,77.05,21.8,Pongal,96
101184,2022-01-12,2022,1,1,Maharashtra,Pune,PUN02,13.6647,68.3113,Tata Motors,Nexon EV,4W,Passenger,Pure EV,57.2,503.7,Bharat DC,3390042,308496.0,66,10.79,1.24,9.94,571,91.1,11481.7,39.65,71.03,18.9,Navratri,392
101185,2024-11-05,2024,11,4,Gujarat,Ahmedabad,AHM78,11.0201,80.0507,BYD,Seal,4W,Passenger,Pure EV,38.5,276.2,Bharat DC,1101548,69920.0,294,3.62,52.19,-7.22,925,90.98,29456.1,196.46,67.75,37.1,Christmas,422
101186,2024-01-08,2024,1,1,Tamil Nadu,Chennai,CHE04,26.5159,76.3344,Tata Motors,Tiago EV,4W,Passenger,Pure EV,41.3,607.6,CCS2,924972,20244.0,51,10.95,7.15,4.07,2282,88.66,11723.2,164.49,58.2,21.0,Eid,475
101187,2023-09-01,2023,9,3,West Bengal,Kolkata,KOL91,19.224,89.1934,MG,ZS EV,4W,Passenger,Pure EV,23.2,348.6,DC Fast,1812479,39541.0,313,24.11,16.52,6.9,520,95.92,5936.3,83.86,32.46,19.3,Holi,118
101188,2026-01-11,2026,1,1,Rajasthan,Jaipur,JAI40,21.4175,79.7332,Hyundai,Ioniq 5,4W,Passenger,Pure EV,81.0,484.5,CCS2,2925864,127278.0,139,18.53,52.05,14.12,832,102.3,1921.3,27.97,29.03,21.9,Holi,468
101189,2024-06-17,2024,6,2,Kerala,Kochi,KOC03,34.173,68.5763,MG,ZS EV,4W,Passenger,Pure EV,45.9,435.3,CCS2,2584060,155526.0,114,2.15,18.93,5.82,2205,109.38,17910.2,177.11,66.25,15.5,Eid,84
101190,2024-03-06,2024,3,1,West Bengal,Kolkata,KOL95,29.4232,84.3424,BYD,Seal,4W,Passenger,Pure EV,79.2,334.4,Bharat DC,3122478,154568.0,375,9.18,47.15,-6.82,1335,98.68,21105.6,245.66,26.88,32.4,Christmas,353
101191,2026-04-01,2026,4,2,Gujarat,Ahmedabad,AHM71,23.3897,93.8739,Ather,Rizta,2W,Scooter,Pure EV,3.5,100.0,CCS2,168664,8857.0,445,17.1,-4.3,2.12,2193,101.69,31931.3,11.19,79.01,38.3,Holi,142
101192,2022-04-07,2022,4,2,Kerala,Kochi,KOC74,31.9793,85.0146,Hyundai,Creta EV,4W,Passenger,Pure EV,21.0,610.2,DC Fast,1385151,91213.0,349,18.73,-1.56,5.2,48,104.48,32247.7,71.27,90.4,34.2,Navratri,424
101193,2026-10-25,2026,10,4,Uttar Pradesh,Lucknow,LUC67,26.2725,89.6969,MG,ZS EV,4W,Passenger,Pure EV,23.8,606.0,CCS2,1849259,109836.0,25,22.82,45.66,-2.27,616,100.32,25765.6,240.86,63.74,30.4,Eid,312
101194,2022-09-25,2022,9,3,Gujarat,Ahmedabad,AHM37,24.6179,96.4263,BYD,Seal,4W,Passenger,Pure EV,42.7,294.1,CCS2,3191175,349927.0,5,16.16,20.57,4.91,1153,95.5,24034.5,161.18,39.71,36.0,Onam,106
101195,2022-08-13,2022,8,3,West Bengal,Kolkata,KOL73,10.9464,79.339,MG,Windsor EV,4W,Passenger,Pure EV,44.7,361.2,CCS2,3399147,184696.0,335,5.88,39.96,13.59,1041,96.18,22933.4,129.58,91.83,27.5,,286
101196,2026-12-26,2026,12,4,West Bengal,Kolkata,KOL71,9.9452,81.8316,TVS,iQube,2W,Scooter,Pure EV,3.8,124.0,CCS2,135664,5738.0,345,12.47,17.08,17.64,913,111.78,23798.5,122.97,94.51,18.3,Christmas,383
101197,2022-11-27,2022,11,4,Uttar Pradesh,Lucknow,LUC69,13.8836,84.9322,Bajaj,Chetak,2W,Scooter,Pure EV,2.7,209.0,DC Fast,147314,5794.0,337,0.74,30.72,4.79,801,92.74,24992.5,81.4,21.07,39.1,Eid,347
101198,2026-10-11,2026,10,4,Delhi,New Delhi,NEW26,12.2828,74.8989,Hyundai,Creta EV,4W,Passenger,Pure EV,61.3,200.3,CCS2,1355505,38903.0,71,23.25,34.42,2.21,506,94.83,15932.0,66.73,73.82,17.7,Holi,175
101199,2024-08-16,2024,8,3,Maharashtra,Pune,PUN06,32.6577,72.3151,Ola Electric,S1 X,2W,Scooter,Pure EV,4.5,126.2,AC,93004,4120.0,183,7.92,12.4,3.74,1703,90.73,9026.2,49.85,96.0,20.0,Pongal,338
101200,2024-08-26,2024,8,3,Kerala,Kochi,KOC02,30.7539,77.4229,Mahindra,XUV400,4W,Passenger,Pure EV,24.0,444.9,Bharat DC,3945100,314450.0,326,3.77,34.01,11.65,1679,90.48,5637.6,217.52,90.7,28.2,Navratri,385
101201,2022-06-13,2022,6,2,Gujarat,Ahmedabad,AHM43,9.3785,96.1162,Ola Electric,S1 X,2W,Scooter,Pure EV,3.9,129.4,DC Fast,150408,17099.0,190,9.31,42.73,0.84,1383,98.29,17640.4,122.59,62.04,36.1,Onam,456
101202,2023-04-21,2023,4,2,Delhi,New Delhi,NEW89,28.0294,75.0817,Bajaj,Chetak,2W,Scooter,Pure EV,4.6,106.8,Bharat DC,155086,,348,20.6,-7.7,5.51,602,110.75,15015.9,232.39,21.36,40.4,Holi,126
101203,2022-10-15,2022,10,4,Telangana,Hyderabad,HYD87,10.911,69.1215,Ather,450X,2W,Scooter,Pure EV,3.5,144.1,DC Fast,144494,9127.0,237,0.69,36.88,16.86,2412,108.36,9073.9,153.48,55.65,30.0,Holi,108
101204,2025-03-24,2025,3,1,Maharashtra,Pune,PUN74,32.8363,90.7127,Hyundai,Ioniq 5,4W,Passenger,Pure EV,61.6,534.8,DC Fast,3562642,280795.0,326,21.39,-5.28,7.5,480,88.06,12000.0,7.69,26.63,17.2,Eid,71
101205,2022-09-05,2022,9,3,Delhi,New Delhi,NEW95,22.6198,93.785,Hyundai,Ioniq 5,4W,Passenger,Pure EV,59.4,388.9,DC Fast,1679049,109815.0,28,7.96,30.33,0.43,2262,110.4,2456.2,49.59,32.38,,,90
101206,2023-07-19,2023,7,3,Rajasthan,Jaipur,JAI73,19.2578,88.0857,Tata Motors,Tiago EV,4W,Passenger,Pure EV,33.8,510.7,AC,1979862,154348.0,71,18.54,7.6,2.62,1767,109.27,33293.0,110.83,74.19,19.7,Pongal,140
101207,2024-08-07,2024,8,3,Uttar Pradesh,Lucknow,LUC35,19.2475,81.878,Hyundai,Creta EV,4W,Passenger,Pure EV,62.2,400.6,Bharat DC,2616092,192634.0,8,11.09,42.68,10.18,236,111.86,3298.4,226.36,60.09,30.2,Holi,329
101208,2024-03-13,2024,3,1,Rajasthan,Jaipur,JAI57,8.7248,77.9064,Tata Motors,Punch EV,4W,Passenger,Pure EV,50.3,644.8,Bharat DC,3827533,339509.0,37,17.72,39.13,-1.31,325,103.49,32970.3,9.77,50.2,33.5,,456
101209,2023-02-23,2023,2,1,Kerala,Kochi,KOC16,31.7632,90.0681,TVS,iQube,2W,Scooter,Pure EV,5.0,215.7,CCS2,141951,8058.0,33,3.69,27.87,-3.04,566,101.36,12825.4,245.77,72.44,20.1,Eid,455
101210,2022-02-19,2022,2,1,West Bengal,Kolkata,KOL52,21.1193,94.054,Mahindra,BE 6,4W,Passenger,Pure EV,53.2,425.5,CCS2,709671,64044.0,242,0.13,23.44,10.82,718,88.95,16516.7,27.21,94.03,26.1,Onam,79
101211,2024-04-08,2024,4,2,Kerala,Kochi,KOC09,10.473,94.8648,Hyundai,Creta EV,4W,Passenger,Pure EV,64.6,460.6,AC,2285541,80375.0,151,10.37,33.53,0.52,229,104.23,2069.6,27.87,63.31,22.9,Holi,56
101212,2024-01-05,2024,1,1,Telangana,Hyderabad,HYD23,24.7428,93.6852,Ola Electric,S1 X,2W,Scooter,Pure EV,2.9,186.8,CCS2,146405,13225.0,317,4.47,-4.68,17.73,2490,99.36,22800.3,169.1,71.01,37.8,Pongal,377
101213,2023-10-14,2023,10,4,Telangana,Hyderabad,HYD84,12.4756,76.1571,Bajaj,Chetak,2W,Scooter,Pure EV,3.1,186.4,Bharat DC,121189,7072.0,348,17.04,39.63,-1.29,1184,90.71,27316.0,53.98,42.75,40.2,Pongal,97
101214,2023-04-15,2023,4,2,West Bengal,Kolkata,KOL96,26.2536,78.925,BYD,Seal,4W,Passenger,Pure EV,68.3,554.2,AC,2084144,161194.0,402,17.2,19.07,5.87,2191,95.69,17525.2,23.47,82.07,21.0,,459
101215,2024-09-10,2024,9,3,West Bengal,Kolkata,KOL95,9.2186,78.3091,TVS,iQube,2W,Scooter,Pure EV,3.2,162.4,CCS2,93137,2406.0,420,19.94,22.72,-3.56,1107,95.94,19903.3,145.02,54.06,17.5,Pongal,441
101216,2023-06-05,2023,6,2,Uttar Pradesh,Lucknow,LUC69,14.7577,87.6454,Mahindra,XUV400,4W,Passenger,Pure EV,75.6,222.5,CCS2,4069793,452172.0,266,9.36,35.04,-6.16,2463,93.34,6058.3,61.83,84.49,24.4,Navratri,76
101217,2025-12-23,2025,12,4,Tamil Nadu,Chennai,CHE64,25.8928,71.8934,Ola Electric,S1 Pro,2W,Scooter,Pure EV,4.7,85.6,CCS2,104058,8914.0,215,6.69,12.5,17.16,1379,95.12,28970.3,205.93,60.33,38.5,Christmas,455
101218,2026-02-23,2026,2,1,West Bengal,Kolkata,KOL01,15.9566,84.9324,MG,Comet EV,4W,Passenger,Pure EV,72.5,558.1,Bharat DC,2346681,207233.0,312,18.25,8.2,-0.07,444,99.56,19303.2,64.14,57.01,35.8,Holi,91
101219,2024-07-03,2024,7,3,Uttar Pradesh,Lucknow,LUC55,24.7312,82.6,MG,ZS EV,4W,Passenger,Pure EV,38.8,202.3,Bharat DC,1649983,165099.0,319,20.82,1.76,3.6,2435,111.84,18508.4,235.27,45.79,20.4,Onam,281
101220,2024-02-08,2024,2,1,Gujarat,Ahmedabad,AHM01,26.6639,95.9143,Tata Motors,Nexon EV,4W,Passenger,Pure EV,76.7,615.3,Bharat DC,1176674,133625.0,355,24.59,17.04,15.15,765,104.69,11850.6,247.78,97.05,29.4,Onam,242
101221,2023-09-20,2023,9,3,Karnataka,Bengaluru,BEN45,18.9923,94.7125,Mahindra,XUV400,4W,Passenger,Pure EV,71.6,575.5,AC,2547950,251642.0,246,15.14,17.43,12.5,1495,97.83,28175.1,35.32,30.32,39.6,,465
101222,2025-01-22,2025,1,1,Kerala,Kochi,KOC39,14.5144,69.5329,Ather,Rizta,2W,Scooter,Pure EV,3.8,201.3,Bharat DC,177102,5351.0,18,3.37,-1.52,8.53,741,107.4,32001.6,179.3,90.86,14.0,Eid,375
101223,2023-05-10,2023,5,2,Uttar Pradesh,Lucknow,LUC24,23.0552,82.1598,Ather,Rizta,2W,Scooter,Pure EV,3.0,88.8,AC,162584,5366.0,40,5.32,35.4,4.78,1638,97.99,11367.6,220.68,47.04,,Pongal,312
101224,2025-07-08,2025,7,3,Telangana,Hyderabad,HYD18,10.0527,72.9693,TVS,iQube,2W,Scooter,Pure EV,4.3,121.5,Bharat DC,137060,,322,21.38,34.24,-3.42,1792,102.02,31923.2,80.05,94.28,20.2,Onam,139
101225,2026-09-06,2026,9,3,Rajasthan,Jaipur,JAI72,31.4103,81.3479,Ola Electric,S1 X,2W,Scooter,Pure EV,,126.0,DC Fast,94001,2625.0,113,21.01,0.89,8.04,878,105.9,32153.4,53.18,53.74,23.4,Eid,200
101226,2023-08-28,2023,8,3,Uttar Pradesh,Lucknow,LUC04,27.5041,72.3368,Hyundai,Creta EV,4W,Passenger,Pure EV,25.9,624.0,Bharat DC,3158482,308835.0,96,11.83,24.4,11.21,1858,101.46,29141.3,110.25,26.24,34.3,Eid,143
101227,2026-04-27,2026,4,2,Tamil Nadu,Chennai,CHE25,33.7591,71.7429,OLA,S1 X,2W,Scooter,Pure EV,4.5,185.6,Bharat DC,178077,14898.0,189,12.06,12.24,3.06,2066,103.46,26918.5,15.4,45.79,22.2,Pongal,411
101228,2026-08-07,2026,8,3,Karnataka,Bengaluru,BEN03,16.4287,72.7333,MG,ZS EV,4W,Passenger,Pure EV,31.3,478.9,CCS2,3587200,132804.0,177,20.41,42.66,15.99,191,106.32,33992.3,83.77,46.34,39.2,Navratri,346
101229,2025-08-21,2025,8,3,Karnataka,Bengaluru,BEN37,18.7927,86.7028,Ola Electric,S1 Pro,2W,Scooter,Pure EV,2.8,146.7,,140213,14776.0,36,9.06,27.95,8.58,2181,97.38,27600.9,218.63,49.65,12.3,Onam,313
101230,2024-12-22,2024,12,4,Kerala,Kochi,KOC69,20.5616,87.9947,Bajaj,Chetak,2W,Scooter,Pure EV,3.0,179.6,AC,146124,3953.0,354,4.16,25.38,0.59,63,103.82,14986.4,41.68,72.84,19.9,Pongal,348
101231,2026-11-27,2026,11,4,Gujarat,Ahmedabad,AHM07,14.0855,95.7012,MG,ZS EV,4W,Passenger,Pure EV,34.8,409.4,AC,784103,59212.0,166,5.24,-4.47,16.55,500,93.79,33102.7,125.45,87.64,23.3,Navratri,176
101232,2024-07-18,2024,7,3,West Bengal,Kolkata,KOL27,20.3399,92.2935,Tata Motors,Tiago EV,4W,Passenger,Pure EV,74.9,,DC Fast,4193741,99891.0,345,0.52,-2.4,13.28,1355,97.69,1034.8,159.52,55.09,17.0,Christmas,86
101233,2024-07-12,2024,7,3,West Bengal,Kolkata,KOL48,8.6863,77.9355,TVS,iQube,2W,Scooter,Pure EV,3.7,208.3,DC Fast,150101,7442.0,254,8.58,12.31,6.82,1604,91.22,24939.6,22.12,28.95,,Onam,88
101234,2026-04-20,2026,4,2,Telangana,Hyderabad,HYD68,25.4214,82.5181,MG,Windsor EV,4W,Passenger,Pure EV,37.3,527.4,AC,3019815,171215.0,415,23.33,51.26,15.25,1635,103.6,3640.9,18.17,69.07,17.5,Onam,476
101235,2024-08-10,2024,8,3,Gujarat,Ahmedabad,AHM60,13.467,82.8738,Ather,450X,2W,Scooter,Pure EV,2.7,108.6,DC Fast,161054,13928.0,243,15.8,39.73,14.92,1249,110.83,6842.8,182.6,73.29,19.3,Diwali,452
101236,2023-12-10,2023,12,4,Gujarat,Ahmedabad,AHM23,29.5249,70.5679,Tata Motors,Punch EV,4W,Passenger,Pure EV,54.9,649.4,AC,2227778,109063.0,428,19.88,-8.57,-1.49,1501,105.24,23203.2,89.37,64.59,29.5,,412
101237,2022-05-27,2022,5,2,Uttar Pradesh,Lucknow,LUC12,33.7799,90.6701,Ola Electric,S1 Pro,2W,Scooter,Pure EV,2.8,207.5,DC Fast,111300,3938.0,155,10.23,-4.39,15.4,1259,105.78,25626.2,59.46,82.48,33.3,Christmas,85
101238,2023-04-20,2023,4,2,West Bengal,Kolkata,KOL20,8.6998,72.7973,TVS,iQube,2W,Scooter,Pure EV,4.7,139.9,AC,127441,4915.0,123,7.33,-1.65,11.97,854,100.06,34789.4,11.3,42.62,37.8,,133
101239,2026-09-20,2026,9,3,Karnataka,Bengaluru,BEN76,8.9747,72.4683,Hyundai,Ioniq 5,4W,Passenger,Pure EV,54.6,498.4,DC Fast,1757065,98477.0,97,3.01,27.2,9.58,807,95.7,33758.6,182.17,74.3,14.8,Holi,169
101240,2025-11-13,2025,11,4,Uttar Pradesh,Lucknow,LUC71,32.3517,70.675,Tata Motors,Tiago EV,4W,Passenger,Pure EV,80.3,514.4,AC,3135204,84401.0,248,2.22,45.79,-2.34,2093,107.04,16925.9,10.39,83.42,12.9,Navratri,419
101241,2023-03-01,2023,3,1,Tamil Nadu,Chennai,CHE92,21.3902,78.0558,Ola Electric,S1 X,2W,Scooter,Pure EV,4.0,140.2,DC Fast,176233,4875.0,266,11.92,15.4,-6.49,1486,104.98,22959.8,39.28,25.87,23.3,Navratri,110
101242,2025-01-27,2025,1,1,Tamil Nadu,Chennai,CHE04,33.7609,90.0311,Bajaj,Chetak,2W,Scooter,Pure EV,2.7,216.1,Bharat DC,150465,17704.0,29,7.95,47.77,11.63,862,89.45,14143.1,116.22,21.07,29.8,Onam,256
101243,2026-07-13,2026,7,3,West Bengal,Kolkata,KOL02,29.0965,84.8199,BYD,Atto 3,4W,Passenger,Pure EV,81.1,296.5,AC,3115076,80763.0,253,2.79,34.28,5.6,1143,103.74,19712.3,50.68,34.24,20.9,,459
101244,2025-06-18,2025,6,2,Uttar Pradesh,Lucknow,LUC94,8.1405,84.7553,Ola Electric,S1 X,2W,Scooter,Pure EV,4.7,155.8,DC Fast,137352,5394.0,449,16.31,5.82,0.71,602,100.59,31160.2,228.46,85.4,16.2,Pongal,331
101245,2024-12-09,2024,12,4,Telangana,Hyderabad,HYD22,29.0137,74.821,Ather,450X,2W,Scooter,Pure EV,3.0,187.7,Bharat DC,170475,19687.0,401,0.7,3.96,0.08,2242,101.46,7454.9,178.04,35.25,38.3,Navratri,124
101246,2023-09-01,2023,9,3,Karnataka,Bengaluru,BEN92,15.1752,79.394,Ola Electric,S1 Pro,2W,Scooter,Pure EV,3.5,141.5,Bharat DC,136699,8384.0,410,6.91,18.0,4.47,381,91.13,14191.3,27.75,45.97,38.7,Christmas,296
101247,2025-01-04,2025,1,1,Gujarat,Ahmedabad,AHM91,16.4134,74.2111,Ather,Rizta,2W,Scooter,Pure EV,2.5,94.5,Bharat DC,157437,7389.0,410,2.08,18.56,6.15,300,89.74,19003.8,30.89,43.94,39.5,Navratri,499
101248,2025-02-03,2025,2,1,Rajasthan,Jaipur,JAI23,28.021,82.5225,MG,ZS EV,4W,Passenger,Pure EV,65.7,,DC Fast,1864966,100668.0,323,6.81,53.14,15.65,1575,100.16,9165.4,212.55,80.75,37.4,Navratri,305
101249,2025-02-09,2025,2,1,Karnataka,Bengaluru,BEN55,8.7739,74.6952,BYD,Seal,4W,Passenger,Pure EV,74.0,498.0,AC,2911592,149877.0,174,21.21,13.02,2.67,373,90.23,33448.3,161.42,30.74,26.9,Holi,162
101250,2026-07-26,2026,7,3,West Bengal,Kolkata,KOL68,14.2574,78.6619,Bajaj,Chetak,2W,Scooter,Pure EV,4.2,176.7,AC,148647,13776.0,393,11.18,46.7,-2.6,2399,95.8,23867.6,113.57,96.43,29.6,Onam,65
101251,2026-10-03,2026,10,4,Kerala,Kochi,KOC31,15.4276,83.303,ather energy,450X,2W,Scooter,Pure EV,3.9,89.7,CCS2,127068,11349.0,133,21.42,38.99,16.63,2321,94.53,30544.7,240.36,83.41,13.0,Eid,138
101252,2025-10-11,2025,10,4,West Bengal,Kolkata,KOL18,30.5533,96.4482,Ather,450X,2W,Scooter,Pure EV,3.3,105.4,Bharat DC,175919,8006.0,314,18.75,17.8,0.56,1468,108.27,4825.9,86.68,59.04,41.0,Diwali,262
101253,2022-11-15,2022,11,4,Tamil Nadu,Chennai,CHE53,27.2132,83.9733,Ola Electric,S1 X,2W,Scooter,Pure EV,3.7,172.7,DC Fast,115611,10998.0,300,4.68,10.35,-4.94,1750,94.68,25710.2,152.1,76.04,32.6,,77
101254,2022-08-01,2022,8,3,Uttar Pradesh,Lucknow,LUC06,31.1237,93.3447,Hyundai,Ioniq 5,4W,Passenger,Pure EV,25.2,514.7,CCS2,1693544,144987.0,230,10.19,-5.13,11.2,2311,94.76,24550.1,213.52,33.55,33.2,Navratri,210
